,hotel_id,price,stock,city,date,language,mobile,avatar_id,request_id,request_number
29,529,222,281,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
30,594,224,278,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
31,211,131,138,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
32,916,96,111,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
33,169,70,56,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
34,16,135,138,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
35,271,72,56,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
36,630,136,140,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
37,788,96,140,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
38,743,131,140,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
39,224,132,140,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
40,588,154,140,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
41,821,98,112,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
42,557,100,111,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
43,163,155,195,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
44,441,161,191,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
45,517,102,112,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
46,45,134,140,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
47,234,132,140,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
48,878,96,140,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
49,193,132,111,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
50,835,99,113,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
51,9,74,140,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
52,969,75,56,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
53,971,135,140,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
54,303,161,197,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
55,52,132,138,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
56,604,98,111,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
57,679,134,138,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
58,22,132,140,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
59,591,216,279,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
60,352,94,112,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
61,809,216,277,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
62,326,217,281,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
63,429,222,284,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
64,745,98,56,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
65,283,94,112,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
66,585,70,57,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
67,172,100,111,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
68,628,134,139,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
69,442,156,195,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
70,140,98,111,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
71,548,222,278,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
72,880,98,113,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
73,783,76,55,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
74,587,135,138,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
75,369,67,56,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
76,253,217,275,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
77,86,99,197,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
78,387,222,279,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
79,933,134,138,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
80,625,161,195,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
81,214,157,196,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
82,658,135,140,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
83,373,96,112,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
84,230,97,112,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
85,902,160,196,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
86,567,69,56,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
87,706,96,110,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
88,762,132,137,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
89,317,155,197,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
90,581,133,55,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
91,346,153,194,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
92,921,69,140,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
93,410,97,111,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
94,493,134,142,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
95,482,71,56,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
96,660,131,140,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
97,417,135,140,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
98,311,99,56,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
99,307,96,112,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
100,375,94,111,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
101,103,160,195,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
102,111,97,112,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
103,515,228,282,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
104,603,217,277,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
105,212,157,193,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
106,77,216,278,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
107,777,136,140,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
108,925,95,112,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
109,945,136,138,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
110,750,96,56,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
111,510,228,277,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
112,806,228,281,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
113,715,132,141,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
114,30,96,110,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
115,867,132,112,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
116,779,158,196,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
117,256,70,56,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
118,455,134,140,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
119,465,217,278,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
120,475,94,112,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
121,12,69,56,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
122,223,134,139,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
123,196,98,56,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
124,105,132,140,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
125,34,69,57,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
126,83,134,140,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
127,570,95,112,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
128,892,160,195,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
129,218,156,193,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
130,627,94,113,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
131,918,217,278,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
132,657,156,195,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
133,82,96,110,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
134,507,96,113,amsterdam,44,croatian,0,129299,amsterdamcroatian129299,1.0
135,829,157,139,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
136,431,111,111,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
137,958,186,193,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
138,348,154,140,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
139,744,154,140,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
140,60,86,56,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
141,508,185,197,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
142,844,257,281,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
143,463,88,56,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
144,830,81,112,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
145,309,86,111,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
146,669,185,195,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
147,572,180,197,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
148,989,84,56,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
149,766,255,279,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
150,523,81,112,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
151,869,257,278,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
152,332,182,196,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
153,961,179,195,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
154,638,151,112,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
155,596,154,138,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
156,690,188,196,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
157,23,154,140,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
158,616,154,139,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
159,194,108,56,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
160,92,84,56,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
161,32,159,139,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
162,53,86,56,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
163,43,81,142,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
164,434,88,56,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
165,289,109,111,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
166,726,254,283,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
167,422,263,276,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
168,142,266,277,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
169,435,254,279,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
170,547,157,139,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
171,1,87,112,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
172,528,255,278,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
173,514,254,279,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
174,124,253,280,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
175,562,188,195,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
176,978,261,279,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
177,506,115,56,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
178,622,117,112,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
179,335,83,113,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
180,761,113,112,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
181,707,261,279,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
182,50,117,111,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
183,91,117,56,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
184,6,109,112,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
185,249,80,140,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
186,291,186,197,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
187,433,111,112,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
188,990,153,138,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
189,772,255,280,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
190,78,253,276,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
191,930,109,140,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
192,350,258,275,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
193,770,183,200,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
194,900,183,197,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
195,898,84,56,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
196,251,150,55,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
197,716,111,110,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
198,922,186,193,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
199,90,156,140,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
200,938,111,56,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
201,655,255,278,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
202,443,113,113,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
203,96,118,111,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
204,812,156,141,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
205,818,157,140,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
206,664,258,281,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
207,908,263,275,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
208,407,182,192,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
209,358,180,193,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
210,556,159,138,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
211,893,179,195,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
212,849,154,138,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
213,202,154,141,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
214,518,111,111,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
215,531,159,139,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
216,243,88,57,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
217,793,153,56,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
218,727,111,56,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
219,497,183,195,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
220,688,80,114,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
221,445,81,56,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
222,771,261,280,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
223,267,157,139,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
224,487,157,140,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
225,110,157,140,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
226,365,86,55,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
227,894,263,281,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
228,711,113,112,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
229,995,186,197,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
230,981,85,56,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
231,100,79,55,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
232,122,264,280,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
233,36,175,112,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
234,805,157,139,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
235,695,157,139,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
236,402,117,110,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
237,876,110,111,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
238,826,186,195,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
239,959,179,197,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
240,391,154,140,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
241,300,113,112,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
242,559,186,194,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
243,611,159,139,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
244,519,182,197,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
245,280,117,111,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
246,401,153,142,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
247,865,263,278,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
248,994,156,138,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
249,691,81,113,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
250,153,182,194,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
251,541,113,111,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
252,698,180,195,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
253,624,182,195,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
254,872,88,56,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
255,973,156,140,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
256,952,86,56,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
257,405,88,55,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
258,349,182,195,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
259,319,260,279,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
260,546,84,112,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
261,99,157,140,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
262,367,87,56,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
263,318,110,110,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
264,951,80,111,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
265,532,186,195,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
266,757,118,114,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
267,539,264,284,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
268,834,82,55,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
269,720,255,279,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
270,831,84,56,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
271,983,82,56,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
272,481,87,56,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
273,385,258,282,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
274,425,182,196,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
275,855,183,196,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
276,329,186,196,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
277,113,81,56,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
278,58,185,194,copenhagen,44,croatian,0,129300,copenhagencroatian129300,1.0
279,697,114,138,madrid,44,croatian,0,129301,madridcroatian129301,1.0
280,936,114,138,madrid,44,croatian,0,129301,madridcroatian129301,1.0
281,600,57,56,madrid,44,croatian,0,129301,madridcroatian129301,1.0
282,398,58,56,madrid,44,croatian,0,129301,madridcroatian129301,1.0
283,54,80,140,madrid,44,croatian,0,129301,madridcroatian129301,1.0
284,836,134,195,madrid,44,croatian,0,129301,madridcroatian129301,1.0
285,413,185,282,madrid,44,croatian,0,129301,madridcroatian129301,1.0
286,261,85,112,madrid,44,croatian,0,129301,madridcroatian129301,1.0
287,284,114,141,madrid,44,croatian,0,129301,madridcroatian129301,1.0
288,939,130,192,madrid,44,croatian,0,129301,madridcroatian129301,1.0
289,828,112,57,madrid,44,croatian,0,129301,madridcroatian129301,1.0
290,860,112,140,madrid,44,croatian,0,129301,madridcroatian129301,1.0
291,241,112,140,madrid,44,croatian,0,129301,madridcroatian129301,1.0
292,205,79,57,madrid,44,croatian,0,129301,madridcroatian129301,1.0
293,525,82,113,madrid,44,croatian,0,129301,madridcroatian129301,1.0
294,258,134,195,madrid,44,croatian,0,129301,madridcroatian129301,1.0
295,67,195,281,madrid,44,croatian,0,129301,madridcroatian129301,1.0
296,458,63,113,madrid,44,croatian,0,129301,madridcroatian129301,1.0
297,276,63,56,madrid,44,croatian,0,129301,madridcroatian129301,1.0
298,561,61,56,madrid,44,croatian,0,129301,madridcroatian129301,1.0
299,313,62,55,madrid,44,croatian,0,129301,madridcroatian129301,1.0
300,618,84,112,madrid,44,croatian,0,129301,madridcroatian129301,1.0
301,138,61,56,madrid,44,croatian,0,129301,madridcroatian129301,1.0
302,673,132,193,madrid,44,croatian,0,129301,madridcroatian129301,1.0
303,414,58,111,madrid,44,croatian,0,129301,madridcroatian129301,1.0
304,378,114,138,madrid,44,croatian,0,129301,madridcroatian129301,1.0
305,265,187,280,madrid,44,croatian,0,129301,madridcroatian129301,1.0
306,538,110,113,madrid,44,croatian,0,129301,madridcroatian129301,1.0
307,233,115,138,madrid,44,croatian,0,129301,madridcroatian129301,1.0
308,619,110,112,madrid,44,croatian,0,129301,madridcroatian129301,1.0
309,252,135,195,madrid,44,croatian,0,129301,madridcroatian129301,1.0
310,915,58,56,madrid,44,croatian,0,129301,madridcroatian129301,1.0
311,127,62,112,madrid,44,croatian,0,129301,madridcroatian129301,1.0
312,800,83,56,madrid,44,croatian,0,129301,madridcroatian129301,1.0
313,277,184,281,madrid,44,croatian,0,129301,madridcroatian129301,1.0
314,997,111,139,madrid,44,croatian,0,129301,madridcroatian129301,1.0
315,847,86,114,madrid,44,croatian,0,129301,madridcroatian129301,1.0
316,2,82,194,madrid,44,croatian,0,129301,madridcroatian129301,1.0
317,857,84,112,madrid,44,croatian,0,129301,madridcroatian129301,1.0
318,606,185,278,madrid,44,croatian,0,129301,madridcroatian129301,1.0
319,495,195,279,madrid,44,croatian,0,129301,madridcroatian129301,1.0
320,312,84,139,madrid,44,croatian,0,129301,madridcroatian129301,1.0
321,941,60,56,madrid,44,croatian,0,129301,madridcroatian129301,1.0
322,768,195,278,madrid,44,croatian,0,129301,madridcroatian129301,1.0
323,97,188,283,madrid,44,croatian,0,129301,madridcroatian129301,1.0
324,185,112,140,madrid,44,croatian,0,129301,madridcroatian129301,1.0
325,888,184,279,madrid,44,croatian,0,129301,madridcroatian129301,1.0
326,79,87,112,madrid,44,croatian,0,129301,madridcroatian129301,1.0
327,964,114,140,madrid,44,croatian,0,129301,madridcroatian129301,1.0
328,791,85,113,madrid,44,croatian,0,129301,madridcroatian129301,1.0
329,147,133,196,madrid,44,croatian,0,129301,madridcroatian129301,1.0
330,427,135,192,madrid,44,croatian,0,129301,madridcroatian129301,1.0
331,154,189,278,madrid,44,croatian,0,129301,madridcroatian129301,1.0
332,468,59,56,madrid,44,croatian,0,129301,madridcroatian129301,1.0
333,418,115,140,madrid,44,croatian,0,129301,madridcroatian129301,1.0
334,721,61,111,madrid,44,croatian,0,129301,madridcroatian129301,1.0
335,7,84,56,madrid,44,croatian,0,129301,madridcroatian129301,1.0
336,393,114,140,madrid,44,croatian,0,129301,madridcroatian129301,1.0
337,384,137,195,madrid,44,croatian,0,129301,madridcroatian129301,1.0
338,737,136,196,madrid,44,croatian,0,129301,madridcroatian129301,1.0
339,411,83,56,madrid,44,croatian,0,129301,madridcroatian129301,1.0
340,246,192,282,madrid,44,croatian,0,129301,madridcroatian129301,1.0
341,527,112,139,madrid,44,croatian,0,129301,madridcroatian129301,1.0
342,789,58,56,madrid,44,croatian,0,129301,madridcroatian129301,1.0
343,483,84,55,madrid,44,croatian,0,129301,madridcroatian129301,1.0
344,186,115,140,madrid,44,croatian,0,129301,madridcroatian129301,1.0
345,845,186,281,madrid,44,croatian,0,129301,madridcroatian129301,1.0
346,904,86,111,madrid,44,croatian,0,129301,madridcroatian129301,1.0
347,901,191,276,madrid,44,croatian,0,129301,madridcroatian129301,1.0
348,454,87,113,madrid,44,croatian,0,129301,madridcroatian129301,1.0
349,126,81,112,madrid,44,croatian,0,129301,madridcroatian129301,1.0
350,175,84,112,madrid,44,croatian,0,129301,madridcroatian129301,1.0
351,873,193,283,madrid,44,croatian,0,129301,madridcroatian129301,1.0
